Mouse,UniqueID,DateVR,CellNum,SessionVR,SessionTypeVR,Cell,DateOF,BoxSize,Tetrode,Cluster,SessionTypeOF,SessionOF,MeanRateOF,GridScore,CoherenceOF,StabilityOF,MVL,Coverage,BorderScore,SpeedScore,FieldSpacingOF,FieldSizeOF,MeanRateOF_SpeedFilt,PeakRateOF
Barbara,Barbara87,05/26/2015,87,0526_1,normal,T2C2,05/26/2015,90,2,2,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0526_1,0.404,0.1568,0.111,0.285,0.092,81.67,0.249,0.044599273,42.72,17.878,0.439,1.833
Kesha,Kesha40,11/19/2015,40,1119_1,normal,T1C2,11/19/2015,70,1,2,noobject1,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1119_smallbox_3+_2,2.178,0.1562,0.778,0.505,0.278,98.85,0.518,-0.009370122,44.45333333,26.54,2.789,11.814
Fiona,Fiona1,02/22/2016,1,0222_2,normal,T1C1,02/22/2016,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0222_4+_3+_2+_1,3.239,0.156,0.433,-0.196,0.052,73.2,0.418,0.102874163,50.33666667,11.883,5.112,16.903
Fiona,Fiona11,02/23/2016,11,0223_1,normal,T1C3,02/23/2016,91.4,1,3,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0223_3+_2+_1,0.387,0.1444,0.273,0.13,0.084,90.24,0.15,0.055024273,29.71666667,13.445,0.462,1.462
Beyonce,Beyonce41,09/28/2015,41,0928_1,normal,T2C1,09/28/2015,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0928_4+_3+_2+_1,14.717,0.1435,0.252,0.119,0.08,92.77,0.501,0.194910047,38.07,17.253,15.852,23.799
Barbara,Barbara63,05/09/2015,63,0509_1,normal,T2C3,05/08/2015,90,2,3,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0508_3+_2+_1,2.961,0.1417,0.356,0.304,0.042,89.92,0.489,0.156286536,34.96333333,10.429,3.16,5.747
Winehouse,Winehouse11,11/10/2015,11,1110_1,normal,T2C2,11/10/2015,91.4,2,2,normal,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1110_4+_3+_2+_1,1.336,0.1413,0.028,0.044,0.096,77.21,0.47,0.246926266,40.2,9.675,1.747,3.32
Beyonce,Beyonce49,09/29/2015,49,0929_1,normal,T2C1,09/29/2015,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0929_4+_3+_2+_1,16.71,0.135,0.196,0.081,0.065,98.03,0.485,0.108152838,38.67666667,10.742,17.509,23.348
Beyonce,Beyonce24,09/23/2015,24,0923_1,normal,T1C2,09/23/2015,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0923_4+_3+_2+_1,1.565,0.1317,0.061,0.105,0.035,94.52,0.455,-0.13356904,29.37666667,10.429,1.264,3.058
Erykah,Erykah28,07/17/2015,28,0717_1,normal,T1C2,07/17/2015,62,1,2,normal,Z:\Users\MCampbell\Analysis\Erykah\OF\databaseFiles\Erykah\OF\0717_4+_3+_2+_1,0.484,0.1227,0.04,0.19,0.128,93.12,0.481,0.103108331,45.62,12.949,0.527,1.235
Aretha,Aretha121,08/12/2015,121,0812_2,normal,T1C2,08/12/2015,90,1,2,normal,Z:\Users\MCampbell\Analysis\Aretha\OF\databaseFiles\Aretha\OF\0812_4+_3+_2+_1,0.33,0.1138,0.381,0.397,0.014,96.84,0.171,0.098156544,55.54666667,16.425,0.359,2.044
Kesha,Kesha67,12/02/2015,67,1202_1,normal,T2C5,12/02/2015,91.4,2,5,noobject2,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1202_noobject_2+_1,1.344,0.1094,0.482,0.51,0.233,94.97,-0.096,0.056096161,59.00333333,16.113,1.42,9.878
Fiona,Fiona49,03/07/2016,49,0307_1,normal,T2C1,03/07/2016,70,2,1,noobject1,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0307_4+_3+_2+_1,0.814,0.1079,0.438,0.166,0.222,99.23,0.159,-0.031266589,36.44333333,11.054,0.858,2.761
Kesha,Kesha64,12/02/2015,64,1202_1,normal,T2C2,12/02/2015,91.4,2,2,noobject1,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1202_2+_1,0.565,0.106,0.538,0.627,0.346,94.44,0.029,0.088170749,49.47333333,15.671,0.596,5.943
Shakira,Shakira35,03/09/2016,35,0309_1,normal,T1C1,03/09/2016,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Shakira\OF\databaseFiles\Shakira\OF\0309_4+_3+_2+_1,23.986,0.106,0.355,0.209,0.016,96.77,0.475,0.266968032,44.56333333,14.014,26.123,43.182
Beyonce,Beyonce104,10/22/2015,104,1022_1,normal,T1C3,10/22/2015,91.4,1,3,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1022_4+_3+_2+_1,1.092,0.0971,0.277,0.322,0.072,94.22,0.346,-0.027518782,53.21666667,17.823,1.11,4.716
Rihanna,Rihanna45,11/18/2015,45,1118_1,normal,T2C1,11/18/2015,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Rihanna\OF\databaseFiles\Rihanna\OF\1118_5+_4,3.649,0.097,0.509,0.494,0.062,94.44,0.047,0.213258369,29.54,11.496,4.207,23.421
JLo,JLo26,08/09/2016,26,0809_1,normal,T2C1,08/09/2016,62,2,1,normal,Z:\Users\MCampbell\Analysis\JLo\OF\databaseFiles\JLo\OF\0809_1,1.235,0.0969,1.107,0.709,0.201,99.36,-0.274,0.078656322,35.22666667,12.508,1.559,12.385
Beyonce,Beyonce28,09/23/2015,28,0923_1,normal,T2C2,09/23/2015,91.4,2,2,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0923_4+_3+_2+_1,6.541,0.0965,0.098,0.23,0.062,94.52,0.485,0.151295933,41.62666667,10.742,6.831,9.975
Barbara,Barbara86,05/26/2015,86,0526_1,normal,T2C1,05/26/2015,90,2,1,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0526_1,0.867,0.0915,0.748,0.491,0.173,81.67,-0.179,0.054607976,35.54,14.66,0.982,14.763
Aretha,Aretha60,07/21/2015,60,0721_1,normal,T2C3,07/21/2015,90,2,3,normal,Z:\Users\MCampbell\Analysis\Aretha\OF\databaseFiles\Aretha\OF\0721_4+_3+_2+_1,0.834,0.0849,-0.051,-0.073,0.038,93.13,0.471,0.146057329,37.94,9.675,0.895,1.572
Barbara,Barbara58,05/06/2015,58,0506_1,normal,T1C11,05/06/2015,90,1,11,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0506_1,1.899,0.0824,0.154,0.252,0.083,81.03,0.461,0.024894639,32.78666667,10.742,1.969,4.317
Erykah,Erykah91,07/28/2015,91,0728_1,normal,T1C7,07/28/2015,90,1,7,normal,Z:\Users\MCampbell\Analysis\Erykah\OF\databaseFiles\Erykah\OF\0728_5+_4+_3+_2+_1,0.448,0.0812,0.849,0.48,0.2,90.43,-1,0.071968156,58.82,16.867,0.481,17.367
Fiona,Fiona23,02/26/2016,23,0226_1,normal,T1C3,02/26/2016,70,1,3,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0226_1,0.699,0.0774,0.01,0.019,0.075,71.3,0.54,-0.107848775,27.19333333,10.742,0.742,1.421
Shakira,Shakira98,03/23/2016,98,0323_1,normal,T2C1,03/23/2016,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Shakira\OF\databaseFiles\Shakira\OF\0323_7+_6+_5+_4+_3+_2+_1,1.091,0.0699,0.646,0.602,0.096,91.07,-0.194,0.143061844,54.35,16.296,1.485,20.366
Ariana,Ariana37,08/15/2016,37,0815_1,normal,T1C1,08/15/2016,62,1,1,normal,Z:\Users\MCampbell\Analysis\Ariana\OF\databaseFiles\Ariana\OF\0815_1,13.781,0.0674,0.198,0.382,0.049,95.17,0.479,0.471485172,41.49666667,11.367,15.068,22.222
Beyonce,Beyonce29,09/23/2015,29,0923_1,normal,T2C3,09/23/2015,91.4,2,3,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0923_4+_3+_2+_1,1.743,0.067,0.08,-0.055,0.028,94.52,0.49,0.072919703,32.91666667,11.367,1.832,3.038
Kesha,Kesha68,12/02/2015,68,1202_1,normal,T2C6,12/02/2015,91.4,2,6,noobject1,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1202_2+_1,0.975,0.0647,0.271,0.477,0.118,94.44,0.302,0.03374151,39.38666667,13.831,1.04,6.654
Beyonce,Beyonce130,10/30/2015,130,1030_1,normal,T2C5,10/30/2015,91.4,2,5,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1030_3+_2+_1,1.199,0.063,0.235,0.43,0.241,93.62,0.398,-0.073051955,39.5,30.645,1.112,4.589
Fiona,Fiona13,02/23/2016,13,0223_1,normal,T2C2,02/23/2016,91.4,2,2,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0223_3+_2+_1,1.064,0.0601,0.226,-0.093,0.025,90.24,0.479,-0.047270774,37.45333333,11.054,1.178,2.331
Beyonce,Beyonce122,10/29/2015,122,1029_1,normal,T2C2,10/29/2015,91.4,2,2,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1029_4+_3+_2+_1,0.781,0.0575,0.71,0.662,0.158,93.47,0.354,0.075377446,61.12333333,26.413,0.928,12.303
Aretha,Aretha73,07/31/2015,73,0731_1,normal,T1C2,07/31/2015,90,1,2,normal,Z:\Users\MCampbell\Analysis\Aretha\OF\databaseFiles\Aretha\OF\0731_4+_3+_2+_1,0.87,0.0517,0.041,0.239,0.026,90.66,0.33,0.137619426,49.22666667,14.66,0.912,2.254
Kesha,Kesha54,11/23/2015,54,1123_1,normal,T2C1,11/23/2015,91.4,2,1,noobject2,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1123_6+_4+_3+_2+_1,1.165,0.0497,0.364,0.228,0.08,92.12,-0.258,0.054840162,30.48,16.057,1.309,5.731
Shakira,Shakira29,03/07/2016,29,0307_1,normal,T1C2,03/07/2016,70,1,2,normal,Z:\Users\MCampbell\Analysis\Shakira\OF\databaseFiles\Shakira\OF\0307_3+_2+_1,0.425,0.0484,0.262,0.249,0.198,99.74,0.428,0.184267388,41.18666667,16.113,0.492,1.302
Beyonce,Beyonce111,10/28/2015,111,1028_3,normal,T1C2,10/28/2015,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1027_7+_6+_5+_4+_3+_2+_1,2.661,0.0471,0.624,0.488,0.054,81.01,0.395,0.041144354,57.65333333,31.6,2.49,16.837
Erykah,Erykah59,07/22/2015,59,0722_2,normal,T2C1,07/22/2015,90,2,1,normal,Z:\Users\MCampbell\Analysis\Erykah\OF\databaseFiles\Erykah\OF\0722_4+_3+_2+_1,1.102,0.0458,0.717,0.525,0.077,82.87,0.292,0.169387416,71.85,21.796,1.265,11.63
Beyonce,Beyonce40,09/28/2015,40,0928_1,normal,T1C2,09/28/2015,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0928_4+_3+_2+_1,3.921,0.0426,0.259,0.078,0.02,92.77,0.502,0.017493062,28.55333333,10.3,3.765,9.87
Ariana,Ariana74,09/01/2016,74,0901_1,normal,T2C2,09/01/2016,91.4,2,2,normal,Z:\Users\MCampbell\Analysis\Ariana\OF\databaseFiles\Ariana\OF\0901_1,4.826,0.0384,0.241,0.414,0.187,88.96,0.437,0.273654706,44.68666667,12.617,5.325,12.571
Fiona,Fiona39,03/04/2016,39,0304_1,normal,T1C1,03/04/2016,70,1,1,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0304_3+_2+_1,1.746,0.0353,0.285,0.184,0.093,95.24,0.502,-0.160700235,49.15333333,17.16,1.423,3.13
Shakira,Shakira109,03/29/2016,109,0329_1,normal,T1C1,03/29/2016,91.4,1,1,noobject1,Z:\Users\MCampbell\Analysis\Shakira\OF\databaseFiles\Shakira\OF\0329_4+_3+_2+_1,0.266,0.0346,0.102,0.239,0.266,92.34,0.404,-0.107493005,47.38,14.144,0.265,1.163
Fiona,Fiona4,02/22/2016,4,0222_2,normal,T2C1,02/22/2016,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0222_4+_3+_2+_1,8.787,0.034,0.402,0.029,0.057,73.2,0.413,0.118928781,50.75,18.76,13.69,28.797
Rihanna,Rihanna16,11/10/2015,16,1110_1,normal,T1C2,11/10/2015,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\Rihanna\OF\databaseFiles\Rihanna\OF\1110_6+_5+_4+_3,1.895,0.0326,0.491,0.411,0.293,92.34,0.166,0.009959084,40.20333333,21.042,2.182,12.562
Beyonce,Beyonce15,09/21/2015,15,0921_1,normal,T1C3,09/21/2015,91.4,1,3,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0921_4+_3+_2+_1,2.24,0.0325,0.396,0.098,0.259,95.03,-0.387,-0.175057792,32.45333333,12.838,1.189,6.132
Erykah,Erykah64,07/23/2015,64,0723_1,normal,T1C1,07/23/2015,90,1,1,normal,Z:\Users\MCampbell\Analysis\Erykah\OF\databaseFiles\Erykah\OF\0723_4+_3+_2+_1,1.608,0.0322,0.224,0.292,0.068,90.59,0.286,0.047431625,47.64666667,22.238,1.598,5.321
Shakira,Shakira20,03/03/2016,20,0303_1,normal,T2C6,03/03/2016,91.4,2,6,normal,Z:\Users\MCampbell\Analysis\Shakira\OF\databaseFiles\Shakira\OF\0303_3+_2+_1,0.343,0.032,0.042,-0.063,0.194,94.74,-1,-0.096283023,32.25666667,9.675,0.094,0.551
Beyonce,Beyonce19,09/21/2015,19,0921_1,normal,T2C4,09/21/2015,91.4,2,4,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0921_4+_3+_2+_1,0.631,0.0314,0.113,0.172,0.11,95.03,0.526,0.165011309,51.12666667,13.206,0.815,2.248
Ariana,Ariana21,08/05/2016,21,0805_1,normal,T1C1,08/05/2016,62,1,1,normal,Z:\Users\MCampbell\Analysis\Ariana\OF\databaseFiles\Ariana\OF\0805_3+_2+_1,19.406,0.0311,0.328,0.212,0.075,96,0.478,-0.621858521,44.12,12.066,16.322,25.232
Erykah,Erykah67,07/23/2015,67,0723_1,normal,T1C4,07/23/2015,90,1,4,normal,Z:\Users\MCampbell\Analysis\Erykah\OF\databaseFiles\Erykah\OF\0723_4+_3+_2+_1,4.377,0.03,0.521,0.578,0.052,90.59,0.367,0.164678177,67.96,23.636,4.599,14.763
Beyonce,Beyonce13,09/21/2015,13,0921_1,normal,T1C1,09/21/2015,91.4,1,1,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0921_4+_3+_2+_1,0.221,0.0296,0.18,0.078,0.055,95.03,-0.515,-0.033202424,41.69,9.675,0.147,0.558
LilKim,LilKim119,12/03/2015,119,1203_1,normal,T2C3,12/03/2015,91.4,2,3,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1203_6+_5+_4,3.299,0.0272,0.351,0.203,0.098,94.01,0.431,0.123855445,48.43666667,13.389,3.546,10.649
JLo,JLo28,08/09/2016,28,0809_1,normal,T2C3,08/09/2016,62,2,3,normal,Z:\Users\MCampbell\Analysis\JLo\OF\databaseFiles\JLo\OF\0809_second_2+_1,31.696,0.0257,0.455,0.364,0.092,98.4,0.476,0.256695586,37.94666667,12.195,35.218,48.478
Aretha,Aretha110,08/10/2015,110,0810_1,normal,T2C6,08/10/2015,90,2,6,normal,Z:\Users\MCampbell\Analysis\Aretha\OF\databaseFiles\Aretha\OF\0810_4+_3+_2+_1,11.596,0.0255,0.145,-0.318,0.018,94.44,0.475,0.225461006,40.32666667,13.831,12.005,17.209
Aretha,Aretha65,07/22/2015,65,0722_1,normal,T1C3,07/22/2015,90,1,3,normal,Z:\Users\MCampbell\Analysis\Aretha\OF\databaseFiles\Aretha\OF\0722_4+_3+_2+_1,1.695,0.0236,0.141,0.28,0.054,86.03,0.46,0.009043657,40.88666667,10.742,1.713,4.79
Shakira,Shakira42,03/10/2016,42,0310_1,normal,T1C1,03/10/2016,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Shakira\OF\databaseFiles\Shakira\OF\0310_4+_3+_2+_1,2.015,0.0207,0.161,-0.002,0.365,94.07,0.362,0.082724879,39.66,14.66,2.273,7.289
LilKim,LilKim45,11/13/2015,45,1113_1,normal,T1C6,11/13/2015,91.4,1,6,noobject2,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1113_noobject_4+_3+_2+_1,0.696,0.0192,0.337,0.127,0.171,91.82,-0.101,0.074016986,36.13333333,12.066,0.844,3.561
Ariana,Ariana26,08/08/2016,26,0808_1,normal,T2C2,08/08/2016,62,2,2,normal,Z:\Users\MCampbell\Analysis\Ariana\OF\databaseFiles\Ariana\OF\0808_1,1.148,0.0186,0.37,0.262,0.026,96,0.519,0.022384632,30.1,11.367,1.137,3.777
Rihanna,Rihanna41,11/16/2015,41,1116_1,normal,T2C1,11/16/2015,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Rihanna\OF\databaseFiles\Rihanna\OF\1116_1,0.709,0.0161,0.22,0.134,0.045,90.39,-0.344,0.047952296,37.58666667,11.883,0.817,3.276
Kesha,Kesha3,11/06/2015,3,1106_1,normal,T1C3,11/06/2015,91.4,1,3,normal,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1106_3+_2+_1,5.271,0.0161,0.167,0.099,0.032,90.84,0.488,-0.06146349,27.62333333,10.612,5.283,7.317
Beyonce,Beyonce136,10/31/2015,136,1031_1,normal,T2C1,10/31/2015,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1031_2+_1,3.88,0.0138,0.663,0.578,0.15,96.4,0.27,0.106214674,49.96333333,20.343,4.087,12.042
LilKim,LilKim148,12/08/2015,148,1208_1,normal,T2C1,12/08/2015,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1208_2,1.704,0.0131,0.501,0.263,0.181,92.94,-0.173,0.095340815,39.19666667,13.961,2.134,12.231
Beyonce,Beyonce102,10/22/2015,102,1022_1,normal,T1C1,10/22/2015,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1022_4+_3+_2+_1,0.325,0.011,0.439,NaN,0.3,94.22,-1,0.092387669,50.88666667,12.508,0.376,5.347
Beyonce,Beyonce87,10/14/2015,87,1014_2,normal,T1C6,10/14/2015,91.4,1,6,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1014_5,1.255,0.0057,0.655,NaN,0.425,97.52,0.403,-0.106881278,54.48666667,19.276,0.415,4.021
Erykah,Erykah61,07/22/2015,61,0722_2,normal,T2C3,07/22/2015,90,2,3,normal,Z:\Users\MCampbell\Analysis\Erykah\OF\databaseFiles\Erykah\OF\0722_4+_3+_2+_1,1.923,0.0052,0.319,0.175,0.116,82.87,-0.305,0.069185828,46.86666667,14.972,1.993,6.673
Daenerys,Daenerys29,02/15/2016,29,0215_1,normal,T2C3,02/15/2016,91.4,2,3,noobject1,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0215_4,0.896,0.0049,0.469,0.437,0.652,93.32,-1,0.02186182,51.04333333,18.483,1.206,5.931
JLo,JLo13,08/08/2016,13,0808_2,normal,T2C1,08/08/2016,62,2,1,normal,Z:\Users\MCampbell\Analysis\JLo\OF\databaseFiles\JLo\OF\0808_2+_1,18.215,0.0046,0.583,0.572,0.062,99.2,0.473,0.24560378,36.67,12.894,18.971,31.856
Shakira,Shakira48,03/12/2016,48,0311_2,normal,T1C1,03/12/2016,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Shakira\OF\databaseFiles\Shakira\OF\0311_second_4+_3+_2+_1,0.668,0.0043,0.285,0.316,0.139,96.32,0.537,-0.00492844,31.84333333,17.437,0.701,4.784
Kesha,Kesha53,11/23/2015,53,1123_1,normal,T1C2,11/23/2015,91.4,1,2,noobject2,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1123_6+_4+_3+_2+_1,17.048,0.0034,0.263,0.345,0.057,92.12,0.476,-0.229399991,47.57333333,20.086,16.916,29.402
Barbara,Barbara51,05/06/2015,51,0506_1,normal,T1C4,05/05/2015,90,1,4,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0505_2+_1,1.119,-0.001,0.064,0.142,0.071,75.08,0.456,0.050774772,40.48333333,9.987,1.107,2.395
Beyonce,Beyonce14,09/21/2015,14,0921_1,normal,T1C2,09/21/2015,91.4,1,2,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0921_4+_3+_2+_1,1.07,-0.002,0.35,0.202,0.112,95.03,-0.071,-0.099130859,26.69333333,9.987,0.918,3.444
LilKim,LilKim134,12/05/2015,134,1205_1,normal,T2C3,12/05/2015,91.4,2,3,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1205_6+_5+_4+_3+_2+_1,5.566,-0.0086,0.653,0.636,0.152,89.48,-0.137,0.031445447,62.38666667,18.577,7.256,25.632
Ariana,Ariana72,08/31/2016,72,0831_1,normal,T2C3,08/31/2016,91.4,2,3,normal,Z:\Users\MCampbell\Analysis\Ariana\OF\databaseFiles\Ariana\OF\0831_1,5.573,-0.0096,0.685,0.594,0.087,93.32,0.151,-0.017195523,63.8,20.785,5.778,21.687
Aretha,Aretha95,08/07/2015,95,0807_1,normal,T2C3,08/07/2015,90,2,3,normal,Z:\Users\MCampbell\Analysis\Aretha\OF\databaseFiles\Aretha\OF\0807_4+_3+_2+_1,26.706,-0.0182,0.374,0.254,0.014,95.91,0.496,0.266263712,36.45666667,14.144,27.211,37.931
Kesha,Kesha77,12/04/2015,77,1204_1,normal,T2C4,12/04/2015,91.4,2,4,noobject1,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1204_7+_6+_5+_4,0.23,-0.0188,0.159,0.251,0.305,90.97,0.629,-0.036660109,45.37333333,13.445,0.216,1.559
Rihanna,Rihanna17,11/10/2015,17,1110_1,normal,T1C3,11/10/2015,91.4,1,3,normal,Z:\Users\MCampbell\Analysis\Rihanna\OF\databaseFiles\Rihanna\OF\1110_6+_5+_4+_3,1.482,-0.0235,0.521,0.49,0.408,92.34,0.472,0.012016185,40.56666667,14.144,1.609,14.439
JLo,JLo5,08/05/2016,5,0805_1,normal,T1C1,08/05/2016,62,1,1,normal,Z:\Users\MCampbell\Analysis\JLo\OF\databaseFiles\JLo\OF\0805_6,17.606,-0.0237,0.682,0.441,0.118,97.6,0.462,0.373158049,26.89,10.742,20.449,45.286
Rihanna,Rihanna3,11/06/2015,3,1106_1,normal,T2C3,11/06/2015,91.4,2,3,normal,Z:\Users\MCampbell\Analysis\Rihanna\OF\databaseFiles\Rihanna\OF\1106_4+_3+_2+_1,4.606,-0.0271,0.375,0.248,0.095,78.38,0.511,0.095191962,31.51,11.883,5.07,11.2
Shakira,Shakira76,03/18/2016,76,0318_1,normal,T1C2,03/18/2016,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\Shakira\OF\databaseFiles\Shakira\OF\0318_4+_3+_2+_1,0.639,-0.0319,0.543,0.516,0.202,95.35,0.044,0.063741245,32.92666667,13.206,0.734,4.323
Erykah,Erykah107,07/31/2015,107,0731_1,normal,T1C4,07/31/2015,90,1,4,normal,Z:\Users\MCampbell\Analysis\Erykah\OF\databaseFiles\Erykah\OF\0731_4+_3+_2+_1,0.312,-0.0343,0.062,0.042,0.073,92.28,0.46,-0.04711091,27.16666667,9.987,0.303,0.753
Rihanna,Rihanna26,11/11/2015,26,1111_1,normal,T2C1,11/11/2015,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Rihanna\OF\databaseFiles\Rihanna\OF\1111_3+_2+_1,3.282,-0.0346,0.33,-0.096,0.045,84.98,0.389,0.128223184,37.91666667,17.437,4.022,10.543
Beyonce,Beyonce73,10/12/2015,73,1012_1,normal,T1C1,10/12/2015,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1012_6+_5+_4+_3+_2+_1,2.4,-0.0362,0.552,0.415,0.106,83.86,0.065,0.071289677,50.76666667,20.452,2.562,15.16
Beyonce,Beyonce106,10/26/2015,106,1026_2,normal,T1C1,10/26/2015,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1026_lowgain_4+_3+_2+_1,0.92,-0.037,0.62,NaN,0.566,93.02,-0.243,0.116959598,50.11666667,28.437,1.197,13.07
Erykah,Erykah109,07/31/2015,109,0731_1,normal,T1C6,07/31/2015,90,1,6,normal,Z:\Users\MCampbell\Analysis\Erykah\OF\databaseFiles\Erykah\OF\0731_4+_3+_2+_1,0.659,-0.039,0.413,0.503,0.115,92.28,0.593,0.14913595,68.47333333,22.937,0.706,5.188
Madonna,Madonna1,03/01/2016,1,0301_1,normal,T2C1,03/01/2016,70,2,1,normal,Z:\Users\MCampbell\Analysis\Madonna\OF\databaseFiles\Madonna\OF\0301_1,2.96,-0.0407,0.239,0.218,0.109,99.23,0.492,-0.032160464,34.79,11.054,2.975,5.83
Beyonce,Beyonce30,09/23/2015,30,0923_1,normal,T2C4,09/23/2015,91.4,2,4,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0923_4+_3+_2+_1,0.891,-0.0427,0.082,0.133,0.099,94.52,0.445,-0.056029632,48.27333333,11.184,0.835,2.037
Rihanna,Rihanna27,11/11/2015,27,1111_1,normal,T2C2,11/11/2015,91.4,2,2,normal,Z:\Users\MCampbell\Analysis\Rihanna\OF\databaseFiles\Rihanna\OF\1111_3+_2+_1,16.111,-0.044,0.347,0.405,0.031,84.98,0.515,-0.070069669,61.31333333,26.209,17.175,25.954
Barbara,Barbara55,05/06/2015,55,0506_1,normal,T1C8,05/06/2015,90,1,8,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0506_1,1.205,-0.0456,0.251,0.334,0.048,81.03,0.399,0.054942066,31.04666667,10.742,1.26,3.272
Kesha,Kesha23,11/10/2015,23,1110_1,normal,T2C2,11/10/2015,91.4,2,2,normal,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1110_4+_3+_2+_1,1.03,-0.0481,0.264,0.094,0.527,85.02,0.196,0.132587051,51.78,12.691,1.338,4.449
